time,open,high,low,close,VWAP,Volume,Plot,Plot,Plot,Plot,RSI,Plot,Plot,Plot,Plot,ADX,ATR
2024-05-16T10:30:00+05:30,22186.9,22217.9,22182.75,22215.25,22258.15677196462,8308406,70,60,40,30,50.3011728688868,60,40,70,30,13.230290929648358,45.83045314936377
2024-05-16T10:45:00+05:30,22213.5,22215.1,22131.05,22163.15,22249.285430476317,11526777,70,60,40,30,43.39484532604824,60,40,70,30,13.618679273961401,48.57113506726641
2024-05-16T11:00:00+05:30,22163.8,22185.6,22127.35,22147.1,22241.98345976972,9461601,70,60,40,30,41.504312256154435,60,40,70,30,14.04813583596874,49.26248256246167
2024-05-16T11:15:00+05:30,22146.75,22153.4,22105.95,22139.7,22232.18696117217,12279844,70,60,40,30,40.625519580393274,60,40,70,30,14.841339184511524,49.13301952228589
2024-05-16T11:30:00+05:30,22139.75,22182.4,22129.8,22182.4,22228.265542370933,8448465,70,60,40,30,47.529355262099074,60,40,70,30,14.763210601681163,49.38066098497991
2024-05-16T11:45:00+05:30,22181.75,22182.7,22149.55,22164.95,22225.40192103423,6960660,70,60,40,30,45.21553034897636,60,40,70,30,14.68242215789414,48.22132805748145
2024-05-16T12:00:00+05:30,22167.3,22290.35,22155.35,22289.5,22226.564816447928,9553535,70,60,40,30,60.13349859286445,60.13349859286445,40,70,30,14.945389631376996,54.41980462480421
2024-05-16T12:15:00+05:30,22291.15,22303.55,22175,22180.2,22226.15572447729,10055631,70,60,40,30,47.82582882181227,60,40,70,30,15.398618550328663,59.71481858017528
2024-05-16T12:30:00+05:30,22177.5,22188.2,22143.1,22174.85,22223.738859266727,7537904,70,60,40,30,47.315347680915764,60,40,70,30,15.080130398966688,58.67090296730578
2024-05-16T12:45:00+05:30,22174.55,22186.85,22130.45,22141.15,22221.222442001963,6590151,70,60,40,30,44.120717668136706,60,40,70,30,14.505750426791225,58.508695612498066
2024-05-16T13:00:00+05:30,22141.45,22151.85,22103.8,22128.15,22216.751580513752,9349403,70,60,40,30,42.91694233688733,60,40,70,30,13.531733307611441,57.76164592589101
2024-05-16T13:15:00+05:30,22128.55,22128.65,22070.5,22075.05,22208.98040730739,12893631,70,60,40,30,38.318155129875514,60,38.318155129875514,70,30,13.267598772219863,57.789385502613186
2024-05-16T13:30:00+05:30,22073.8,22095.2,22058.8,22070.2,22201.782865939615,11782286,70,60,40,30,37.918488890064836,60,37.918488890064836,70,30,13.235410311952403,56.26157225242663
2024-05-16T13:45:00+05:30,22072.25,22121.8,22054.55,22112.35,22196.353816417497,11916565,70,60,40,30,43.439824489876756,60,40,70,30,12.601676205982223,57.04645994868188
2024-05-16T14:00:00+05:30,22113.15,22137.2,22062.6,22065.5,22191.370664659753,11215401,70,60,40,30,39.26025385696267,60,39.26025385696267,70,30,11.722633632667431,58.300284238061906
2024-05-16T14:15:00+05:30,22065.1,22141.45,22060.45,22126.2,22187.73978264217,11252774,70,60,40,30,46.449318496233474,60,40,70,30,10.999617268652337,59.92169250677177
2024-05-16T14:30:00+05:30,22127.8,22245.5,22127.15,22244.05,22189.49161487241,27696355,70,60,40,30,57.07261746114713,60,40,70,30,12.131786220081198,64.16300018485944
2024-05-16T14:45:00+05:30,22243.4,22360.65,22240.2,22360.65,22199.297050070043,22801280,70,60,40,30,64.5630142248502,64.5630142248502,40,70,30,14.40677224202127,68.18350017165525
2024-05-16T15:00:00+05:30,22361.95,22408.75,22361.25,22403.25,22219.316784898547,35506771,70,60,40,30,66.83960926584746,66.83960926584746,40,70,30,16.900633195893235,66.74896444510834
2024-05-16T15:15:00+05:30,22403.45,22432.25,22388.8,22392.35,22233.23528867867,27649011,70,60,40,30,65.67697337860437,65.67697337860437,40,70,30,19.389226046026558,65.08475269902922
2024-05-17T09:15:00+05:30,22426.5,22431.25,22353.05,22376.65,22386.983333333337,29212730,70,60,40,30,63.951460802478664,63.951460802478664,40,70,30,20.91363328620172,66.02155607767004
2024-05-17T09:30:00+05:30,22376.3,22400.35,22345.65,22359.25,22381.254062592598,13037507,70,60,40,30,62.00708332870029,62.00708332870029,40,70,30,22.169154854992453,65.2128735006934
2024-05-17T09:45:00+05:30,22358.9,22420.2,22351.65,22407.05,22383.25303227177,8694680,70,60,40,30,65.14246301510667,65.14246301510667,40,70,30,23.528130014365694,65.45123967921525
2024-05-17T10:00:00+05:30,22407.2,22417.9,22370.1,22391.8,22385.019952401795,10915329,70,60,40,30,63.34634166809405,63.34634166809405,40,70,30,24.79003551949799,64.1904368449858
2024-05-17T10:15:00+05:30,22390.85,22439.1,22382.75,22429.6,22389.332833954963,9591053,70,60,40,30,65.8591128412451,65.8591128412451,40,70,30,26.178701978002668,63.63040564177242
2024-05-17T10:30:00+05:30,22429.15,22471.65,22425,22458,22397.75960065107,11193511,70,60,40,30,67.65333551783067,67.65333551783067,40,70,30,27.78153918407853,62.417519524503064
2024-05-17T10:45:00+05:30,22457.95,22464.65,22425.35,22458.75,22402.103083970418,7560330,70,60,40,30,67.70160915606405,67.70160915606405,40,70,30,29.26988801829183,60.76626812989591
2024-05-17T11:00:00+05:30,22457.9,22473.7,22450.3,22469.3,22407.011295460783,7710383,70,60,40,30,68.41565851536711,68.41565851536711,40,70,30,30.74271888177922,58.0972489777606
2024-05-17T11:15:00+05:30,22469.2,22479.15,22441.5,22459.2,22410.201653616936,6279316,70,60,40,30,66.89101355603131,66.89101355603131,40,70,30,31.839997745480364,56.636731193634944
2024-05-17T11:30:00+05:30,22459.3,22485,22454.85,22483.5,22415.174758228357,8741792,70,60,40,30,68.69839335350868,68.69839335350868,40,70,30,32.92725659352058,54.744821822661116
2024-05-17T11:45:00+05:30,22484.1,22490.8,22474.05,22480.85,22420.134582268693,9068923,70,60,40,30,68.26077148752269,68.26077148752269,40,70,30,34.007210313191614,52.030905978185324
2024-05-17T12:00:00+05:30,22480.75,22482.1,22453.7,22458.1,22422.58366116867,7105911,70,60,40,30,64.4642028128638,64.4642028128638,40,70,30,34.315409402161464,50.342984122600505
2024-05-17T12:15:00+05:30,22458.55,22485.2,22456.75,22477.4,22425.013846488324,6522794,70,60,40,30,66.18258991024571,66.18258991024571,40,70,30,34.64856238275064,48.77919954241481
2024-05-17T12:30:00+05:30,22477.45,22486.45,22471.35,22474.35,22427.201178100928,5912004,70,60,40,30,65.64237515634272,65.64237515634272,40,70,30,34.978003881170224,46.37354243224247
2024-05-17T12:45:00+05:30,22474.2,22477.55,22450.85,22464.2,22428.67135605722,5857195,70,60,40,30,63.776701734584925,63.776701734584925,40,70,30,34.5352689401011,44.96828940136806
2024-05-17T13:00:00+05:30,22463.3,22479,22441.45,22474.6,22429.91781330183,5234704,70,60,40,30,64.87819081779459,64.87819081779459,40,70,30,33.794544071248936,44.43841158698457
2024-05-17T13:15:00+05:30,22474,22487.1,22467.85,22483.6,22431.768584594894,5916433,70,60,40,30,65.84608212337906,65.84608212337906,40,70,30,33.281054161408996,42.63923933077139
2024-05-17T13:30:00+05:30,22484.75,22502.15,22455.8,22475.3,22433.445268745887,6000397,70,60,40,30,64.09190612732819,64.09190612732819,40,70,30,33.12140961861628,42.90429366428788
2024-05-17T13:45:00+05:30,22475.15,22487.9,22469.7,22472.8,22434.920496747618,5796538,70,60,40,30,63.542800147512914,63.542800147512914,40,70,30,32.97316825745162,41.13970125969594
2024-05-17T14:00:00+05:30,22473.2,22493.3,22472.65,22482.1,22436.65451913802,6417575,70,60,40,30,64.75258429436033,64.75258429436033,40,70,30,32.956467798336334,39.67615116971751
2024-05-17T14:15:00+05:30,22483.1,22488.45,22466.1,22469.65,22438.320976956362,8090063,70,60,40,30,61.79622241258859,61.79622241258859,40,70,30,32.64626452018585,38.43856894330927
